SURVEYID,TAXON,FAMILY,SUM(TOTAL)
506002952,Scarus compressus,Scaridae,4
506002952,Stegastes acapulcoensis,Pomacentridae,330
506002952,Stegastes flavilatus,Pomacentridae,46
506002952,Sufflamen verres,Balistidae,8
506002952,Thalassoma lucasanum,Labridae,96
506002957,Acanthurus nigricans,Acanthuridae,31
506002957,Acanthurus xanthopterus,Acanthuridae,16
506002957,Arothron meleagris,Tetraodontidae,15
506002957,Aulostomus chinensis,Aulostomidae,4
506002957,Bodianus diplotaenia,Labridae,17
506002957,Canthigaster punctatissima,Tetraodontidae,11
506002957,Caranx melampygus,Carangidae,4
506002957,Cephalopholis panamensis,Serranidae,2
506002957,Cirrhitichthys oxycephalus,Cirrhitidae,3
506002957,Ctenochaetus marginatus,Acanthuridae,8
506002957,Echidna nebulosa,Muraenidae,2
506002957,Epinephelus labriformis,Serranidae,1
506002957,Halichoeres discolor,Labridae,46
506002957,Holacanthus passer,Pomacanthidae,9
506002957,Johnrandallia nigrirostris,Chaetodontidae,5
506002957,Kyphosus analogus,Kyphosidae,1
506002957,Kyphosus elegans,Kyphosidae,10
506002957,Lutjanus viridis,Lutjanidae,170
506002957,Melichthys niger,Balistidae,19
506002957,Mulloidichthys dentatus,Mullidae,60
506002957,Myripristis berndti,Holocentridae,10
506002957,Paranthias colonus,Serranidae,110
506002957,Prionurus laticlavius,Acanthuridae,93
506002957,Scarus rubroviolaceus,Scaridae,9
506002957,Stegastes arcifrons,Pomacentridae,710
506002957,Sufflamen verres,Balistidae,5
506002957,Thalassoma grammaticum,Labridae,12
506002957,Thalassoma lucasanum,Labridae,57
506002957,Triaenodon obesus,Carcharhinidae,1
506002957,Zanclus cornutus,Zanclidae,4
506002958,Acanthurus nigricans,Acanthuridae,38
506002958,Aulostomus chinensis,Aulostomidae,3
506002958,Bodianus diplotaenia,Labridae,3
506002958,Canthigaster punctatissima,Tetraodontidae,12
506002958,Caranx melampygus,Carangidae,14
506002958,Cirrhitichthys oxycephalus,Cirrhitidae,4
506002958,Ctenochaetus marginatus,Acanthuridae,4
506002958,Halichoeres adustus,Labridae,1
506002958,Halichoeres discolor,Labridae,102
506002958,Holacanthus passer,Pomacanthidae,1
506002958,Johnrandallia nigrirostris,Chaetodontidae,3
506002958,Kyphosus elegans,Kyphosidae,1
506002958,Lutjanus viridis,Lutjanidae,18
506002958,Melichthys niger,Balistidae,66
506002958,Myripristis berndti,Holocentridae,3
506002958,Paranthias colonus,Serranidae,3
506002958,Plagiotremus azaleus,Blenniidae,2
506002958,Scarus rubroviolaceus,Scaridae,4
506002958,Stegastes arcifrons,Pomacentridae,289
506002958,Stegastes beebei,Pomacentridae,2
506002958,Stethojulis bandanensis,Labridae,22
506002958,Sufflamen verres,Balistidae,3
506002958,Thalassoma grammaticum,Labridae,1
506002958,Thalassoma lucasanum,Labridae,31
506002958,Zanclus cornutus,Zanclidae,6
506002959,Acanthurus nigricans,Acanthuridae,69
506002959,Acanthurus triostegus,Acanthuridae,10
506002959,Arothron meleagris,Tetraodontidae,19
506002959,Aulostomus chinensis,Aulostomidae,3
506002959,Bodianus diplotaenia,Labridae,4
506002959,Canthigaster punctatissima,Tetraodontidae,4
506002959,Caranx melampygus,Carangidae,3
506002959,Cirrhitichthys oxycephalus,Cirrhitidae,1
506002959,Ctenochaetus marginatus,Acanthuridae,14
506002959,Dermatolepis dermatolepis,Serranidae,1
506002959,Halichoeres discolor,Labridae,5
506002959,Halichoeres notospilus,Labridae,3
506002959,Halichoeres salmofasciatus,Labridae,1
506002959,Holacanthus passer,Pomacanthidae,2
506002959,Kyphosus elegans,Kyphosidae,8
506002959,Lutjanus jordani,Lutjanidae,1
506002959,Lutjanus viridis,Lutjanidae,5
506002959,Melichthys niger,Balistidae,32
506002959,Myripristis berndti,Holocentridae,1
506002959,Plagiotremus azaleus,Blenniidae,1
506002959,Prionurus laticlavius,Acanthuridae,5
506002959,Scarus rubroviolaceus,Scaridae,23
506002959,Stegastes arcifrons,Pomacentridae,373
506002959,Stethojulis bandanensis,Labridae,14
506002959,Sufflamen verres,Balistidae,2
506002959,Thalassoma grammaticum,Labridae,14
506002959,Thalassoma lucasanum,Labridae,485
506002959,Triaenodon obesus,Carcharhinidae,4
506002959,Zanclus cornutus,Zanclidae,5
506002961,Acanthurus xanthopterus,Acanthuridae,1
506002961,Anisotremus taeniatus,Haemulidae,1
506002961,Arothron meleagris,Tetraodontidae,2
506002961,Bodianus diplotaenia,Labridae,10
506002961,Canthigaster punctatissima,Tetraodontidae,13
506002961,Caranx caballus,Carangidae,5
506002961,Cephalopholis panamensis,Serranidae,3
506002961,Chaetodipterus zonatus,Ephippidae,10
506002961,Chaetodon humeralis,Chaetodontidae,13
506002961,Chromis atrilobata,Pomacentridae,5
506002961,Diodon holocanthus,Diodontidae,2
506002961,Epinephelus labriformis,Serranidae,12
506002961,Fistularia commersonii,Fistulariidae,1
506002961,Haemulon flaviguttatum,Haemulidae,804
506002961,Halichoeres chierchiae,Labridae,66
506002961,Halichoeres dispilus,Labridae,1609
506002961,Halichoeres melanurus,Labridae,2
506002961,Halichoeres nicholsi,Labridae,44
506002961,Holacanthus passer,Pomacanthidae,2
506002961,Johnrandallia nigrirostris,Chaetodontidae,5
506002961,Lutjanus argentiventris,Lutjanidae,3
506002961,Paranthias colonus,Serranidae,113
506002961,Plagiotremus azaleus,Blenniidae,9
506002961,Prionurus laticlavius,Acanthuridae,1
506002961,Rypticus bicolor,Serranidae,1
506002961,Scarus ghobban,Scaridae,12
506002961,Scarus perrico,Scaridae,1
506002961,Seriola rivoliana,Carangidae,2
506002961,Serranus psittacinus,Serranidae,19
506002961,Stegastes acapulcoensis,Pomacentridae,49
506002961,Stegastes flavilatus,Pomacentridae,41
506002961,Sufflamen verres,Balistidae,6
506002961,Thalassoma lucasanum,Labridae,101
506002962,Abudefduf troschelii,Pomacentridae,1
506002962,Acanthurus nigricans,Acanthuridae,1
506002962,Arothron meleagris,Tetraodontidae,5
506002962,Bodianus diplotaenia,Labridae,9
506002962,Canthigaster punctatissima,Tetraodontidae,29
506002962,Cephalopholis panamensis,Serranidae,34
506002962,Chromis atrilobata,Pomacentridae,1349
506002962,Cirrhitichthys oxycephalus,Cirrhitidae,7
506002962,Cirrhitus rivulatus,Cirrhitidae,1
506002962,Epinephelus labriformis,Serranidae,4
506002962,Fistularia commersonii,Fistulariidae,1
506002962,Halichoeres chierchiae,Labridae,40
506002962,Halichoeres dispilus,Labridae,9
506002962,Halichoeres nicholsi,Labridae,3
506002962,Holacanthus passer,Pomacanthidae,2
506002962,Johnrandallia nigrirostris,Chaetodontidae,2
506002962,Lutjanus argentiventris,Lutjanidae,1
506002962,Plagiotremus azaleus,Blenniidae,10
506002962,Prionurus laticlavius,Acanthuridae,1
506002962,Scarus ghobban,Scaridae,18
506002962,Scarus rubroviolaceus,Scaridae,18
506002962,Serranus psittacinus,Serranidae,1
506002962,Stegastes acapulcoensis,Pomacentridae,3
506002962,Stegastes flavilatus,Pomacentridae,69
506002962,Stethojulis bandanensis,Labridae,2
506002962,Sufflamen verres,Balistidae,11
506002962,Thalassoma lucasanum,Labridae,1347
506002963,Acanthurus nigricans,Acanthuridae,5
506002963,Acanthurus triostegus,Acanthuridae,300
506002963,Arothron meleagris,Tetraodontidae,4
506002963,Aulostomus chinensis,Aulostomidae,7
506002963,Bodianus diplotaenia,Labridae,26
506002963,Cantherhines dumerilii,Monacanthidae,1
506002963,Canthigaster punctatissima,Tetraodontidae,2
506002963,Caranx melampygus,Carangidae,5
506002963,Chaetodon humeralis,Chaetodontidae,2
506002963,Cirrhitichthys oxycephalus,Cirrhitidae,3
506002963,Ctenochaetus marginatus,Acanthuridae,2
506002963,Dermatolepis dermatolepis,Serranidae,1
506002963,Epinephelus labriformis,Serranidae,3
506002963,Gymnothorax flavimarginatus,Muraenidae,1
506002963,Halichoeres adustus,Labridae,8
506002963,Halichoeres discolor,Labridae,14
506002963,Lutjanus viridis,Lutjanidae,276
506002963,Malacanthus brevirostris,Malacanthidae,4
506002963,Melichthys niger,Balistidae,10
506002963,Melichthys vidua,Balistidae,3
506002963,Ophioblennius steindachneri,Blenniidae,1
506002963,Ostracion meleagris,Ostraciidae,1
506002963,Paranthias colonus,Serranidae,2650
506002963,Plagiotremus azaleus,Blenniidae,2
506002963,Rypticus bicolor,Serranidae,2
506002963,Scarus rubroviolaceus,Scaridae,17
506002963,Stegastes arcifrons,Pomacentridae,1052
506002963,Stethojulis bandanensis,Labridae,3
506002963,Sufflamen verres,Balistidae,6
506002963,Thalassoma grammaticum,Labridae,9
506002963,Thalassoma lucasanum,Labridae,720
506002963,Triaenodon obesus,Carcharhinidae,3
506002963,Zanclus cornutus,Zanclidae,3
506002965,Acanthurus nigricans,Acanthuridae,10
506002965,Arothron meleagris,Tetraodontidae,17
506002965,Aulostomus chinensis,Aulostomidae,11
506002965,Bodianus diplotaenia,Labridae,1
506002965,Caranx melampygus,Carangidae,8
506002965,Cephalopholis panamensis,Serranidae,2
506002965,Chaetodon humeralis,Chaetodontidae,1
506002965,Dermatolepis dermatolepis,Serranidae,7
506002965,Gymnothorax castaneus,Muraenidae,1
506002965,Halichoeres discolor,Labridae,2
506002965,Halichoeres dispilus,Labridae,1
506002965,Kyphosus elegans,Kyphosidae,1
506002965,Lutjanus argentiventris,Lutjanidae,1
506002965,Lutjanus viridis,Lutjanidae,59
506002965,Melichthys niger,Balistidae,13
506002965,Myripristis berndti,Holocentridae,8
506002965,Paranthias colonus,Serranidae,20
506002965,Scarus rubroviolaceus,Scaridae,1
506002965,Sphyrna lewini,Sphyrnidae,2
506002965,Stegastes arcifrons,Pomacentridae,46
506002965,Thalassoma grammaticum,Labridae,1
506002965,Thalassoma lucasanum,Labridae,128
506002965,Triaenodon obesus,Carcharhinidae,2
506002965,Zanclus cornutus,Zanclidae,11
506002966,Acanthurus nigricans,Acanthuridae,3
506002966,Arothron meleagris,Tetraodontidae,11
506002966,Aulostomus chinensis,Aulostomidae,1
506002966,Bodianus diplotaenia,Labridae,1
506002966,Canthigaster punctatissima,Tetraodontidae,9
506002966,Cephalopholis panamensis,Serranidae,2
506002966,Cirrhitus rivulatus,Cirrhitidae,2
506002966,Epinephelus labriformis,Serranidae,2
506002966,Lutjanus viridis,Lutjanidae,26
506002966,Melichthys niger,Balistidae,2
506002966,Microspathodon dorsalis,Pomacentridae,1
506002966,Myripristis berndti,Holocentridae,19
506002966,Ostracion meleagris,Ostraciidae,1
506002966,Paranthias colonus,Serranidae,21
506002966,Scarus rubroviolaceus,Scaridae,4
506002966,Stegastes arcifrons,Pomacentridae,31
506002966,Thalassoma lucasanum,Labridae,147
506002966,Zanclus cornutus,Zanclidae,3
506002967,Acanthurus nigricans,Acanthuridae,15
506002967,Acanthurus xanthopterus,Acanthuridae,2
506002967,Apogon atradorsatus,Apogonidae,1
506002967,Arothron meleagris,Tetraodontidae,11
506002967,Aulostomus chinensis,Aulostomidae,14
506002967,Bodianus diplotaenia,Labridae,54
506002967,Bothus mancus,Bothidae,1
506002967,Canthigaster punctatissima,Tetraodontidae,2
506002967,Caranx melampygus,Carangidae,19
506002967,Chromis atrilobata,Pomacentridae,1900
506002967,Cirrhitichthys oxycephalus,Cirrhitidae,11
506002967,Cirrhitus rivulatus,Cirrhitidae,1
506002967,Ctenochaetus marginatus,Acanthuridae,2
506002967,Epinephelus labriformis,Serranidae,2
506002967,Halichoeres adustus,Labridae,9
506002967,Halichoeres discolor,Labridae,8
506002967,Kyphosus elegans,Kyphosidae,17
506002967,Lutjanus viridis,Lutjanidae,210
506002967,Melichthys niger,Balistidae,32
506002967,Melichthys vidua,Balistidae,1
506002967,Microspathodon dorsalis,Pomacentridae,2
506002967,Myripristis berndti,Holocentridae,11
506002967,Myripristis leiognathus,Holocentridae,12
506002967,Ophioblennius steindachneri,Blenniidae,8
506002967,Paranthias colonus,Serranidae,18
506002967,Plagiotremus azaleus,Blenniidae,15
506002967,Prionurus laticlavius,Acanthuridae,10
506002967,Scarus rubroviolaceus,Scaridae,9
506002967,Stegastes arcifrons,Pomacentridae,540
506002967,Stethojulis bandanensis,Labridae,10
506002967,Sufflamen verres,Balistidae,13
506002967,Thalassoma grammaticum,Labridae,6
506002967,Thalassoma lucasanum,Labridae,424
506002967,Triaenodon obesus,Carcharhinidae,2
506002967,Zanclus cornutus,Zanclidae,1
506002969,Acanthurus nigricans,Acanthuridae,5
506002969,Apogon atradorsatus,Apogonidae,1400
506002969,Aulostomus chinensis,Aulostomidae,3
506002969,Bodianus diplotaenia,Labridae,113
506002969,Canthidermis maculata,Balistidae,1
506002969,Canthigaster punctatissima,Tetraodontidae,2
506002969,Caranx melampygus,Carangidae,6
506002969,Cephalopholis panamensis,Serranidae,1
506002969,Chilomycterus reticulatus,Diodontidae,1
506002969,Cirrhitichthys oxycephalus,Cirrhitidae,38
506002969,Cirrhitus rivulatus,Cirrhitidae,4
506002969,Dermatolepis dermatolepis,Serranidae,5
506002969,Epinephelus labriformis,Serranidae,5
506002969,Halichoeres discolor,Labridae,2
506002969,Holacanthus passer,Pomacanthidae,1
506002969,Lutjanus argentiventris,Lutjanidae,1
506002969,Lutjanus viridis,Lutjanidae,94
506002969,Melichthys niger,Balistidae,5
506002969,Melichthys vidua,Balistidae,2
506002969,Microspathodon bairdii,Pomacentridae,1
506002969,Microspathodon dorsalis,Pomacentridae,1
506002969,Myripristis berndti,Holocentridae,5
506002969,Myripristis leiognathus,Holocentridae,25
506002969,Ophioblennius steindachneri,Blenniidae,6
506002969,Ostracion meleagris,Ostraciidae,4
506002969,Paranthias colonus,Serranidae,70
506002969,Prionurus laticlavius,Acanthuridae,2
506002969,Stegastes arcifrons,Pomacentridae,22
506002969,Stegastes beebei,Pomacentridae,42
506002969,Thalassoma lucasanum,Labridae,41
506002969,Triaenodon obesus,Carcharhinidae,6
506002969,Zanclus cornutus,Zanclidae,11
506002970,Acanthurus nigricans,Acanthuridae,4
506002970,Arothron meleagris,Tetraodontidae,3
506002970,Aulostomus chinensis,Aulostomidae,2
506002970,Bodianus diplotaenia,Labridae,2
506002970,Canthigaster punctatissima,Tetraodontidae,6
506002970,Caranx melampygus,Carangidae,5
506002970,Cephalopholis panamensis,Serranidae,1
506002970,Chromis atrilobata,Pomacentridae,11
506002970,Cirrhitichthys oxycephalus,Cirrhitidae,17
506002970,Dermatolepis dermatolepis,Serranidae,15
506002970,Epinephelus labriformis,Serranidae,2
506002970,Halichoeres discolor,Labridae,2
506002970,Heteropriacanthus cruentatus,Priacanthidae,1
506002970,Lutjanus viridis,Lutjanidae,73
506002970,Melichthys niger,Balistidae,2
506002970,Mycteroperca olfax,Serranidae,1
506002970,Myripristis berndti,Holocentridae,2
506002970,Ophioblennius steindachneri,Blenniidae,5
506002970,Paranthias colonus,Serranidae,46
506002970,Stegastes arcifrons,Pomacentridae,95
506002970,Sufflamen verres,Balistidae,1
506002970,Thalassoma grammaticum,Labridae,1
506002970,Thalassoma lucasanum,Labridae,67
506002972,Acanthurus nigricans,Acanthuridae,3
506002972,Arothron meleagris,Tetraodontidae,6
506002972,Aulostomus chinensis,Aulostomidae,4
506002972,Bodianus diplotaenia,Labridae,41
506002972,Canthigaster punctatissima,Tetraodontidae,10
506002972,Caranx melampygus,Carangidae,2
506002972,Cephalopholis panamensis,Serranidae,4
506002972,Chaetodon humeralis,Chaetodontidae,9
506002972,Cirrhitichthys oxycephalus,Cirrhitidae,48
506002972,Epinephelus itajara,Serranidae,1
506002972,Epinephelus labriformis,Serranidae,3
506002972,Halichoeres discolor,Labridae,2
506002972,Halichoeres dispilus,Labridae,5
506002972,Holacanthus passer,Pomacanthidae,2
506002972,Kyphosus elegans,Kyphosidae,1
506002972,Lutjanus argentiventris,Lutjanidae,2
506002972,Lutjanus guttatus,Lutjanidae,13
506002972,Lutjanus jordani,Lutjanidae,1
506002972,Lutjanus viridis,Lutjanidae,870
506002972,Melichthys vidua,Balistidae,5
506002972,Mulloidichthys dentatus,Mullidae,2
506002972,Myripristis berndti,Holocentridae,3
506002972,Ophioblennius steindachneri,Blenniidae,2
506002972,Paranthias colonus,Serranidae,120
506002972,Plagiotremus azaleus,Blenniidae,1
506002972,Prionurus laticlavius,Acanthuridae,4
506002972,Scarus rubroviolaceus,Scaridae,7
506002972,Stegastes arcifrons,Pomacentridae,455
506002972,Sufflamen verres,Balistidae,6
506002972,Thalassoma grammaticum,Labridae,4
506002972,Thalassoma lucasanum,Labridae,355
506002972,Triaenodon obesus,Carcharhinidae,1
506002972,Uraspis helvola,Carangidae,101
506002972,Zanclus cornutus,Zanclidae,10
506002974,Acanthurus nigricans,Acanthuridae,12
506002974,Acanthurus xanthopterus,Acanthuridae,2
506002974,Arothron meleagris,Tetraodontidae,10
506002974,Bodianus diplotaenia,Labridae,35
506002974,Canthidermis maculata,Balistidae,2
506002974,Caranx melampygus,Carangidae,48
506002974,Caranx sexfasciatus,Carangidae,55
506002974,Cirrhitichthys oxycephalus,Cirrhitidae,35
506002974,Cirrhitus rivulatus,Cirrhitidae,8
506002974,Halichoeres discolor,Labridae,11
506002974,Holacanthus passer,Pomacanthidae,15
506002974,Lutjanus aratus,Lutjanidae,65
506002974,Lutjanus argentiventris,Lutjanidae,16
506002974,Lutjanus viridis,Lutjanidae,170
506002974,Melichthys niger,Balistidae,7
506002974,Ophioblennius steindachneri,Blenniidae,7
506002974,Paranthias colonus,Serranidae,630
506002974,Prionurus laticlavius,Acanthuridae,4
506002974,Scarus rubroviolaceus,Scaridae,4
506002974,Stegastes arcifrons,Pomacentridae,100
506002974,Stegastes leucorus,Pomacentridae,4
506002974,Sufflamen verres,Balistidae,1
506002974,Thalassoma lucasanum,Labridae,578
506002974,Triaenodon obesus,Carcharhinidae,6
506002974,Zanclus cornutus,Zanclidae,4
506002976,Anisotremus interruptus,Haemulidae,5
506002976,Arothron meleagris,Tetraodontidae,6
506002976,Aulostomus chinensis,Aulostomidae,3
506002976,Axoclinus lucillae,Tripterygiidae,1
506002976,Bodianus diplotaenia,Labridae,7
506002976,Cantherhines dumerilii,Monacanthidae,1
506002976,Canthigaster punctatissima,Tetraodontidae,1
506002976,Caranx melampygus,Carangidae,14
506002976,Cirrhitichthys oxycephalus,Cirrhitidae,3
506002976,Cirrhitus rivulatus,Cirrhitidae,2
506002976,Ctenochaetus marginatus,Acanthuridae,12
506002976,Dermatolepis dermatolepis,Serranidae,3
506002976,Epinephelus labriformis,Serranidae,6
506002976,Fistularia commersonii,Fistulariidae,1
506002976,Galeocerdo cuvier,Carcharhinidae,1
506002976,Halichoeres adustus,Labridae,8
506002976,Halichoeres discolor,Labridae,17
506002976,Holacanthus passer,Pomacanthidae,2
506002976,Kyphosus elegans,Kyphosidae,3
506002976,Lutjanus viridis,Lutjanidae,27
506002976,Melichthys niger,Balistidae,300
506002976,Melichthys vidua,Balistidae,2
506002976,Microspathodon dorsalis,Pomacentridae,2
506002976,Myripristis berndti,Holocentridae,1
506002976,Ophioblennius steindachneri,Blenniidae,11
506002976,Ostracion meleagris,Ostraciidae,2
506002976,Paranthias colonus,Serranidae,126
506002976,Prionurus laticlavius,Acanthuridae,25
506002976,Rypticus bicolor,Serranidae,1
506002976,Scarus rubroviolaceus,Scaridae,7
506002976,Sphyrna lewini,Sphyrnidae,1
506002976,Stegastes arcifrons,Pomacentridae,1000
506002976,Stegastes beebei,Pomacentridae,3
506002976,Stethojulis bandanensis,Labridae,1
506002976,Sufflamen verres,Balistidae,8
506002976,Thalassoma grammaticum,Labridae,8
506002976,Thalassoma lucasanum,Labridae,3000
506002976,Triaenodon obesus,Carcharhinidae,2
506002976,Zanclus cornutus,Zanclidae,6
506002979,Anisotremus taeniatus,Haemulidae,4
506002979,Bodianus diplotaenia,Labridae,2
506002979,Canthigaster punctatissima,Tetraodontidae,2
506002979,Cephalopholis panamensis,Serranidae,2
506002979,Chaetodon humeralis,Chaetodontidae,1
506002979,Haemulon scudderii,Haemulidae,63
506002979,Halichoeres chierchiae,Labridae,30
506002979,Holacanthus passer,Pomacanthidae,2
506002979,Lutjanus guttatus,Lutjanidae,2
506002979,Serranus psittacinus,Serranidae,1
506002979,Stegastes acapulcoensis,Pomacentridae,10
506002980,Bodianus diplotaenia,Labridae,1
506002980,Canthigaster punctatissima,Tetraodontidae,11
506002980,Cephalopholis panamensis,Serranidae,3
506002980,Chaetodon humeralis,Chaetodontidae,2
506002980,Epinephelus labriformis,Serranidae,9
506002980,Haemulon spp.,Haemulidae,10
506002980,Haemulon steindachneri,Haemulidae,2
506002980,Halichoeres chierchiae,Labridae,2
506002980,Halichoeres dispilus,Labridae,94
506002980,Halichoeres nicholsi,Labridae,1
506002980,Halichoeres notospilus,Labridae,10
506002980,Lutjanus guttatus,Lutjanidae,10
506002980,Plagiotremus azaleus,Blenniidae,9
506002980,Serranus psittacinus,Serranidae,4
